Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Bénin,Sakété,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Sakété,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Dassa-Zoumè,La Poste Dassa Zoume,+229 61 33 28 29,"Q5Gw+9M9, Dassa, Bénin",laposte.bj,Karl Gandogo,3,NAN,2020-06-28,0,https://www.google.com/maps/contrib/100060476382925067836/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,La Poste Dassa Zoume,+229 61 33 28 29,"Q5Gw+9M9, Dassa, Bénin",laposte.bj,Karl Gandogo,3,NAN,2020-06-28,0,https://www.google.com/maps/contrib/100060476382925067836/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,La Poste Dassa Zoume,+229 61 33 28 29,"Q5Gw+9M9, Dassa, Bénin",laposte.bj,Karl Gandogo,3,NAN,2020-06-28,0,https://www.google.com/maps/contrib/100060476382925067836/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,La Poste Dassa Zoume,+229 61 33 28 29,"Q5Gw+9M9, Dassa, Bénin",laposte.bj,Karl Gandogo,3,NAN,2020-06-28,0,https://www.google.com/maps/contrib/100060476382925067836/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,Mairie De Dassa-Zoumé,Not available,"Q5Jm+Hp7, Dassa, Bénin",not available,Agnide Abolade,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/102236791564694701198/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,Bank Of Africa Akpakpa,+229 21 32 75 75,"9F94+24V, Cotonou, Bénin",not available,Bosthy Thierry,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/103799642874171596732/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Dassa-Zoumè,Bank Of Africa Agence Saint Michel,+229 21 32 75 75,"9C8H+C55, Cotonou, Bénin",not available,A. C.,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/108616420021534632051/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Dassa-Zoumè,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,NAN,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Dassa-Zoumè,Boa Agence Du Stade De L’Amitié,Not available,"99Mg+Hph, Cotonou, Bénin",not available,Mutong Weng,3,Il n'y a pas de toilettes publiques🚽 ! …,2019-06-29,1,https://www.google.com/maps/contrib/103596542303468400890/reviews?hl=fr,,0000-00-00,toilettes publiques,Negative,['inexistante']
Bénin,Dassa-Zoumè,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Dassa-Zoumè,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,Boa Ganhi,Not available,"9C4Q+3Qr, Cotonou, Bénin",not available,Kéfilath Bello,3,NAN,2023-10-01,0,https://www.google.com/maps/contrib/105637918375330015993/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Dassa-Zoumè,Boa: Agence De Togoudo,+229 21 35 30 10,"Cruce De Los Tres Bancos, Av.Jean Paul Ii, Godomey, Bénin",not available,Romanus Sergio Houenou De Dravo,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/100307992615263183632/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Dassa-Zoumè,Boa Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",not available,Ong Sahel,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Dassa-Zoumè,Orabank Agence Centrale,+229 21 31 31 00,"9C3M+Fpv, Rue 637, Cotonou, Bénin",orabank.net,Sergio Koffi,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/102250377552000587849/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Dassa-Zoumè,Orabank Agence Centrale,+229 21 31 31 00,"9C3M+Fpv, Rue 637, Cotonou, Bénin",orabank.net,Sergio Koffi,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/102250377552000587849/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Abomey,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,U,t,i
Bénin,Abomey,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,P,o,s
Bénin,Abomey,Uba (United Bank Of Africa) Abomey-Calavi Branch,Not available,"F954+Vhf, Abomey Calavi, Bénin",not available,Moudhil Moutairou,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/117807443931737435579/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Abomey,Banque Atlantique Abomey-Calavi,+33 7 56 88 93 03,"C9V3+Wmf, Abomey Calavi, Bénin",not available,Benedite Sentibanez,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/115760666064310488793/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Abomey,Axa Banque Agence Abomey-Calavi,Not available,"F923+6Xq, Cotonou, Bénin",not available,Kyaam Boyz,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/106985422452975245508/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Abomey,Boa,Not available,"F964+Ffq, Rnie2, Abomey Calavi, Bénin",not available,Julien Lokossou,3,NAN,2021-06-28,0,https://www.google.com/maps/contrib/113463625203227238492/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Abomey,Bsic Benin Sa - Kpota,Not available,"C9X4+Q97, Abomey Calavi, Bénin",not available,Abdel Afid Djima,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/103922457181144313995/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Abomey,Clcam Abomey-Calavi Agence Siege,Not available,"F954+X8H, Bénin",not available,Claude Tchango,4,NAN,2019-06-29,0,https://www.google.com/maps/contrib/111071781953515201870/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Abomey,Fececam Benin,Not available,"F86Q+Hg8, Abomey Calavi, Bénin",not available,Marc Akowanou,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/108305194796582924472/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Parakou,Banque Atlantique Agence Parakou,Not available,"Cinema, Rte De Transa, Parakou, Bénin",not available,Thierry Tobossi,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/106242779399685873165/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Bank Of Africa Parakou,+229 21 31 32 28,"8Jvg+38P, Rte De Transa, Parakou, Bénin",not available,Ibrahim Lawal,5,NAN,2016-06-29,0,https://www.google.com/maps/contrib/109612957440884149207/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Diamond Bank Agence Parakou,+229 23 61 47 78,"Parakou, Bénin",not available,Gboja Amerde,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/107671612146276005276/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Parakou,Orabank Agence Parakou,+229 23 61 22 07,"8Jrg+Jc4, Parakou, Bénin",not available,Izuchukwu Stephen,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/114666655302806033464/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Parakou,Ccei Bank Agence Parakou,+229 21 36 59 10,"8Jqh+Fh7, Unnamed Road, Parakou, Bénin",not available,Coffi Roméo Mehouenou,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Biic Bank Parakou,Not available,"8Jvg+Cc5, Parakou, Bénin",biic-bank.com,Ugo Nvene,4,Services financiers,2023-10-31,0,https://www.google.com/maps/contrib/106897223454096453348/reviews?hl=fr,,0000-00-00,Banque en ligne,Positive,"['facile', 'rapid']"
Bénin,Parakou,Biic Bank Parakou,Not available,"8Jvg+Cc5, Parakou, Bénin",biic-bank.com,Ugo Nvene,4,Services financiers,2023-10-31,0,https://www.google.com/maps/contrib/106897223454096453348/reviews?hl=fr,,0000-00-00,Assistance client,Negative,"['lente', 'incompr']"
Bénin,Parakou,Biic Bank Parakou,Not available,"8Jvg+Cc5, Parakou, Bénin",biic-bank.com,Ugo Nvene,4,Services financiers,2023-10-31,0,https://www.google.com/maps/contrib/106897223454096453348/reviews?hl=fr,,0000-00-00,Service de paiement,Neutral,[]
Bénin,Parakou,Biic Bank Parakou,Not available,"8Jvg+Cc5, Parakou, Bénin",biic-bank.com,Ugo Nvene,4,Services financiers,2023-10-31,0,https://www.google.com/maps/contrib/106897223454096453348/reviews?hl=fr,,0000-00-00,Investissement,Positive,"['rentable', 'liquid']"
Bénin,Parakou,Biic Bank Parakou,Not available,"8Jvg+Cc5, Parakou, Bénin",biic-bank.com,Ugo Nvene,4,Services financiers,2023-10-31,0,https://www.google.com/maps/contrib/106897223454096453348/reviews?hl=fr,,0000-00-00,Gestion de patrimoine,Positive,"['conseil', 'expert']"
Bénin,Parakou,Uba Agence Parakou,Not available,"8Jrg+9Fq, Rte De Transa, Parakou, Bénin",not available,Maxwell L’Expert Gsm,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/105348025455788598081/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Ecobank Agence Parakou,+229 23 61 03 06,"Place Tabera, Rnie6, Parakou, Bénin",ecobank.com,Sergihno Ayadji,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/102742028365465520656/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,D.T.R Borgou; Agence Clcam Parakou,Not available,"8Jrh+62M, Parakou, Bénin",not available,T. Warren,4,NAN,2023-06-28,0,https://www.google.com/maps/contrib/116838184966387114646/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Cmmb Parakou,+229 21 30 11 19,"8Jw8+X8R, Parakou, Bénin",not available,Josué Eyebiyi,2,Bien intéressant,2019-06-29,0,https://www.google.com/maps/contrib/115404328465217371762/reviews?hl=fr,,0000-00-00,Banque en ligne,Positive,"['facile à utiliser', 'rapidement']"
Bénin,Parakou,Cmmb Parakou,+229 21 30 11 19,"8Jw8+X8R, Parakou, Bénin",not available,Josué Eyebiyi,2,Bien intéressant,2019-06-29,0,https://www.google.com/maps/contrib/115404328465217371762/reviews?hl=fr,,0000-00-00,Système de paiement,Negative,"['incohérent', 'complex']"
Bénin,Parakou,Cmmb Parakou,+229 21 30 11 19,"8Jw8+X8R, Parakou, Bénin",not available,Josué Eyebiyi,2,Bien intéressant,2019-06-29,0,https://www.google.com/maps/contrib/115404328465217371762/reviews?hl=fr,,0000-00-00,Équilibre des comptes,Neutre,[]
Bénin,Parakou,Cmmb Parakou,+229 21 30 11 19,"8Jw8+X8R, Parakou, Bénin",not available,Josué Eyebiyi,2,Bien intéressant,2019-06-29,0,https://www.google.com/maps/contrib/115404328465217371762/reviews?hl=fr,,0000-00-00,Mise en garde des transactions,Positive,"['précise', 'fiable']"
Bénin,Parakou,Cmmb Parakou,+229 21 30 11 19,"8Jw8+X8R, Parakou, Bénin",not available,Josué Eyebiyi,2,Bien intéressant,2019-06-29,0,https://www.google.com/maps/contrib/115404328465217371762/reviews?hl=fr,,0000-00-00,Alerte aux mouvements anormaux,Neutral,"['intéressant', 'inattendu']"
Bénin,Parakou,Ecobank Agence Université De Parakou,+229 23 61 43 72,"Quartier Arafath, Enceinte De L’Université Parakou, Bénin",ecobank.com,Ahouanha Rolland Achille,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/117672041980679895225/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Agence Bceao,+229 94 77 43 16,"8Jvh+896, Parakou, Bénin",not available,Ibrahim Lawal,5,NAN,2016-06-29,0,https://www.google.com/maps/contrib/109612957440884149207/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Banque Du Bénin,Not available,"8Jvg+Cc5, Rnie2, Parakou, Bénin",not available,Coffi Roméo Mehouenou,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Banque Du Bénin,Not available,"8Jvg+Cc5, Rnie2, Parakou, Bénin",not available,Coffi Roméo Mehouenou,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Banque Du Bénin,Not available,"8Jvg+Cc5, Rnie2, Parakou, Bénin",not available,Coffi Roméo Mehouenou,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Fececam Parakou,Not available,"8Jrh+733, Rnie2, Parakou, Bénin",not available,T. Warren,4,"Pour tous vos dossiers de microcrédit agricoles, commerciaux, etc., vous serez bien servis.",2023-06-28,0,https://www.google.com/maps/contrib/116838184966387114646/reviews?hl=fr,,0000-00-00,Pour tous vos dossiers de microcrédit agricoles,Positive,"['microcredit', 'agricole']"
Bénin,Parakou,Fececam Parakou,Not available,"8Jrh+733, Rnie2, Parakou, Bénin",not available,T. Warren,4,"Pour tous vos dossiers de microcrédit agricoles, commerciaux, etc., vous serez bien servis.",2023-06-28,0,https://www.google.com/maps/contrib/116838184966387114646/reviews?hl=fr,,0000-00-00,vous serez bien servis.,Neutral,[]
Bénin,Parakou,Ecobank Agence Tranza,+229 23 61 43 69,"Rnie2, Route De Malanville, Parakou, Bénin",ecobank.com,Benoit Adjogan,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/111882160622632813124/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Africa Finances Parakou,+229 95 71 14 52,"B.P.462Womey, Bénin",not available,Beauclair Zannou,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/101020218051184181449/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,Africa Finances Parakou,+229 95 71 14 52,"B.P.462Womey, Bénin",not available,Beauclair Zannou,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/101020218051184181449/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,"Boa, Agence Tranza",Not available,"8Jxg+86R, Rnie2, Parakou, Bénin",not available,Coffi Roméo Mehouenou,4,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,"Boa, Agence Tranza",Not available,"8Jxg+86R, Rnie2, Parakou, Bénin",not available,Coffi Roméo Mehouenou,4,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102440948376376300345/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Parakou,La Poste Universite De Parakou,+229 61 33 28 85,"Parakou, Bénin",laposte.bj,Nabil Bagnan,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/102220154010685724577/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Coris Bank,Not available,"W6P4+G75, Rn6, Nikki, Bénin",not available,Angel Luis Arquero,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/109420480892266965803/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Coris Bank,Not available,"W6P4+G75, Rn6, Nikki, Bénin",not available,Angel Luis Arquero,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/109420480892266965803/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Agence De La Poste Nikki,Not available,"W6M5+5Wh, Nikki, Bénin",laposte.bj,Daniel Alfaro,5,Des spaghettis vraiment très délicieux. Je les mangerais à nouveau.,2022-06-28,0,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,Manger à nouveau,Positive,['très délicieux']
Bénin,Nikki,Agence De La Poste Nikki,Not available,"W6M5+5Wh, Nikki, Bénin",laposte.bj,Daniel Alfaro,5,Des spaghettis vraiment très délicieux. Je les mangerais à nouveau.,2022-06-28,0,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,Qualité des aliments,Positive,['spaghettis']
Bénin,Nikki,Ministère De L'Économie Et Des Finances,Not available,"W6M5+Fff, Nikki, Bénin",not available,Manuel Docavo,4,NAN,2018-06-29,0,https://www.google.com/maps/contrib/116353788610419290489/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Nikki,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Nikki,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,NAN,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Kétou,Comuba Guichet Ketou,+229 65 00 21 63,"9J46+Vqv, Ketou Non Loin De La Mairie, Kétou, Bénin",comuba.com,Amed Chala,2,NAN,2021-06-28,0,https://www.google.com/maps/contrib/111567591324741782305/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,personnel accueillant,Positive,"['sympathique', 'amical']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,relation avec les clients,Neutre,[]
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,gestion des demandes,Negative,"['lente', 'complexe']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Welcoming attitude of staff,Positive,"['friendly', 'helpful', 'kind']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Unwelcoming atmosphere,Negative,"['scared', 'uncomfortable', 'overwhelmed']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Attitude of the person I interacted with,Neutral,[]
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Accueil,Positive,"['chaleureux', 'amical']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Communication,Negative,"['difficile', 'confuse']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Flexibilité,Neutral,[]
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Équipe,Positive,"['sympathique', 'dynamique']"
Bénin,Kétou,Agence De La Poste De Ketou,+229 61 33 28 42,"9J66+5Q7, Kétou, Bénin",not available,Virgile Aïdjihounde,4,Personnel accueillant,2024-03-29,0,https://www.google.com/maps/contrib/103769153877488743320/reviews?hl=fr,,0000-00-00,Atmosphère,Neutre,"['calme', 'agréable']"
Bénin,Lokossa,Bank Of Africa Agence Lokossa,Not available,"Jpj6+2Hg, Lokossa, Bénin",not available,Arthus Kossou,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/108816725688849239865/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Lokossa,Ecobank Lokossa,+229 22 41 02 80,"Face La Mairie, Lokossa, Bénin",ecobank.com,Giraud Djossou,4,NAN,2018-06-29,0,https://www.google.com/maps/contrib/102108967649278325142/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,Service bancaire,Positive,"['rapide', 'simple']"
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,ouverture de compte,Positive,"['facile', 'rapidite']"
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,Recommandation,Neutre,[]
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,Services financiers,Negative,"['complexite', 'coût élevé']"
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,Assistance client,Positive,"['courtoise', 'présente']"
Bénin,Lokossa,Orabank Lokossa,Not available,"Jpp6+5P5, Rn2, Lokossa, Bénin",not available,Toyimi Ruptus Georges Behanzin,5,OraBank Bénin,2023-06-28,1,https://www.google.com/maps/contrib/102142603931343150295/reviews?hl=fr,,0000-00-00,Gestion des comptes,Neutral,"['facile à utiliser', 'amélioration possible']"
Bénin,Lokossa,Cnss Agence De Lokossa,+229 22 41 11 41,"Jpr8+W65, Lokossa, Bénin",not available,Marie Joseph Dossou,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112883583334869707562/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Lokossa,Trésor Public De Lokossa / Trésorerie Départementale Du Mono,Not available,"Jpxc+C7F, Lokossa, Bénin",not available,Arnauld Adjovi,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/113436131394229696861/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Bénin,Bohicon,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,NAN,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,M,a,u
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,C,a,r
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,b,e,a
